School ID,School Name,School Type,City,State,ZIP Code,CPS Perf Level,Safety,Safety Score,Family Involvement,Family Score,Environment,Environment Score,Instruction,Instruction Score,Teachers,Teachers Score,Parent Engage,Parent Engage Score,Parent Env,Parent Env Score,Avg Student Atd,Misconduct Rate,Avg Teacher Atd,ISAT Exceed Math,ISAT Exceed Reading,College Enrollment,Community Area,Community Name,Ward,Police District
610205,Lyman Trumbull Elementary School,ES,Chicago,IL,60640,Level 3,Average,56,NDA,NDA,Average,47,Weak,25,NDA,NDA,Average,50,Strong,55,94.30%,17.8,95.20%,14.2,13.5,438,77,EDGEWATER,40,20
610369,Mahalia Jackson Elementary School,ES,Chicago,IL,60620,Level 3,Weak,38,NDA,NDA,Average,54,Strong,66,NDA,NDA,Weak,46,Average,51,92.50%,35.7,94.60%,7.6,9.2,323,71,AUBURN GRESHAM,21,22
610197,Mancel Talcott Elementary School,ES,Chicago,IL,60622,Level 1,Strong,63,Average,58,Average,59,Strong,71,Average,55,Average,51,Average,49,95.80%,3.2,96.90%,25.6,20.8,580,24,WEST TOWN,1,13
609722,Manley Career Academy High School,HS,Chicago,IL,60612,Level 3,Average,41,Weak,39,Average,43,Weak,31,Weak,32,NDA,NDA,NDA,NDA,66.80%,19.7,95.40%,,,599,27,EAST GARFIELD PARK,28,11
609872,Manuel Perez Elementary School,ES,Chicago,IL,60608,Level 1,Average,45,NDA,NDA,Average,42,Average,45,NDA,NDA,Average,52,Average,50,95.90%,7.3,96.60%,14.8,8.7,426,31,LOWER WEST SIDE,25,12
610128,Marcus Moziah Garvey Elementary School,ES,Chicago,IL,60643,Level 2,Average,50,NDA,NDA,Average,50,Average,48,NDA,NDA,Average,49,Average,51,94.00%,20.5,96.00%,22.4,18.5,356,73,WASHINGTON HEIGHTS,34,22
610544,Mariano Azuela Elementary School,ES,Chicago,IL,60629,Not Enough Data,Average,54,Very Strong,96,Strong,61,Very Strong,81,Very Strong,84,Average,47,Strong,58,95.50%,19.7,0.00%,13,11.9,873,65,WEST LAWN,13,8
610017,Maria Saucedo Elementary Scholastic Academy,ES,Chicago,IL,60623,Level 1,Strong,60,NDA,NDA,Average,55,Strong,64,NDA,NDA,Weak,43,Weak,42,96.80%,19.4,96.90%,24.3,16,1306,30,SOUTH LAWNDALE,12,10
609756,Marie Sklodowska Curie Metropolitan High School,HS,Chicago,IL,60632,Level 3,Average,43,Weak,35,Weak,37,Average,45,Weak,39,NDA,NDA,NDA,NDA,85.00%,9.1,95.00%,,,3320,57,ARCHER HEIGHTS,14,8
610502,Marine Military Math and Science Academy ,HS,Chicago,IL,60612,Level 2,Average,41,Average,49,Weak,38,Weak,34,Weak,35,Strong,54,Average,49,91.30%,4.5,95.30%,,,366,28,NEAR WEST SIDE,2,11
610081,Mark Sheridan Elementary Math & Science Academy,ES,Chicago,IL,60616,Level 1,Strong,74,Average,59,Average,53,Strong,63,Strong,63,Strong,55,Average,51,96.80%,1.3,97.00%,47.2,38.3,535,60,BRIDGEPORT,11,9
610177,Mark Skinner Elementary School,ES,Chicago,IL,60607,Level 1,Very Strong,87,NDA,NDA,Average,48,Average,53,NDA,NDA,NDA,NDA,NDA,NDA,97.10%,0,94.90%,77.2,73,784,28,NEAR WEST SIDE,27,12
610206,Mark Twain Elementary School,ES,Chicago,IL,60638,Level 1,Strong,67,Strong,76,Average,46,Average,44,Strong,71,Strong,60,Strong,60,96.30%,5.3,97.80%,32.3,19.8,1161,56,GARFIELD RIDGE,23,8
610053,Marquette Elementary School,ES,Chicago,IL,60629,Level 3,Very Weak,15,NDA,NDA,Very Weak,17,Very Weak,17,NDA,NDA,Weak,43,Weak,46,93.10%,64.6,95.30%,6.8,4.6,1390,66,CHICAGO LAWN,15,8
610152,Martha Ruggles Elementary School,ES,Chicago,IL,60619,Level 2,Average,43,NDA,NDA,Weak,37,Average,41,NDA,NDA,Average,48,Weak,46,93.90%,30.9,96.70%,8.7,5.5,417,69,GREATER GRAND CROSSING,6,6
610154,Martin A Ryerson Elementary School,ES,Chicago,IL,60624,Level 1,Average,40,Weak,32,Average,48,Average,43,Weak,37,Weak,45,Average,48,95.50%,95.1,96.80%,23.1,17.1,445,23,HUMBOLDT PARK,27,11
610539,Marvin Camras Elementary School,ES,Chicago,IL,60634,Not Enough Data,Average,54,Average,58,Weak,37,Average,41,Very Strong,88,Average,51,Strong,55,95.10%,4.3,0.00%,11.2,12,826,19,BELMONT CRAGIN,30,25
610355,Mary E Courtenay Elementary Language Arts Center,ES,Chicago,IL,60613,Level 2,Very Strong,99,NDA,NDA,Very Strong,95,Very Strong,80,NDA,NDA,Strong,59,Average,49,94.90%,10.8,94.20%,21.2,28.6,257,6,LAKE VIEW,47,19
610312,Mary E McDowell Elementary School,ES,Chicago,IL,60619,Level 2,NDA,,Average,49,NDA,,NDA,,Average,53,NDA,NDA,NDA,NDA,95.50%,3.1,96.10%,21,16.1,188,48,CALUMET HEIGHTS,8,4
610127,Mary Gage Peterson Elementary School,ES,Chicago,IL,60625,Level 1,Strong,62,NDA,NDA,Average,49,Average,58,NDA,NDA,Average,51,Average,48,95.50%,10.3,96.70%,35.5,27.5,860,13,NORTH PARK,40,17
610046,Mary Lyon Elementary School,ES,Chicago,IL,60634,Level 2,Average,55,NDA,NDA,Average,42,Weak,38,NDA,NDA,Weak,45,Average,51,95.90%,3.7,97.00%,29.5,23.7,1423,19,BELMONT CRAGIN,29,25
609888,Mary Mapes Dodge Elementary Renaissance Academy,ES,Chicago,IL,60612,Level 2,Average,57,Strong,61,Strong,68,Strong,73,Very Strong,83,Strong,56,Strong,57,94.40%,12.7,97.10%,29.4,16,434,27,EAST GARFIELD PARK,2,13
610365,Mary McLeod Bethune Elementary School,ES,Chicago,IL,60612,Level 3,Average,53,Average,47,Average,53,Weak,39,Average,46,Strong,56,Strong,58,93.30%,25.8,97.60%,6.1,4.4,362,27,EAST GARFIELD PARK,28,11
610535,Mason High School,HS,Chicago,IL,60623,Not Enough Data,Average,50,NDA,NDA,Average,59,Average,59,NDA,NDA,Average,50,Average,47,90.40%,44.3,0.00%,,,48,29,NORTH LAWNDALE,24,10
610240,Matthew A Henson Elementary School,ES,Chicago,IL,60623,Level 3,Weak,37,NDA,NDA,Weak,34,Weak,22,NDA,NDA,Strong,55,Strong,63,90.90%,13.2,95.70%,3.5,1.7,271,29,NORTH LAWNDALE,24,10
609935,Matthew Gallistel Elementary Language Academy,ES,Chicago,IL,60617,Level 2,Average,49,Average,45,Weak,37,Weak,32,Average,40,Average,50,Weak,44,95.10%,5.9,96.30%,17.8,12.9,1408,52,EAST SIDE,10,4
610362,Medgar Evers Elementary School,ES,Chicago,IL,60628,Level 1,Weak,27,NDA,NDA,Weak,35,Average,49,NDA,NDA,Strong,56,Strong,55,94.90%,18.1,96.10%,17.3,14.8,367,73,WASHINGTON HEIGHTS,21,22
609928,Melville W Fuller Elementary School,ES,Chicago,IL,60653,Level 3,Weak,22,NDA,NDA,Weak,32,Weak,33,NDA,NDA,Average,51,Strong,55,91.80%,40.2,93.90%,3.6,1.4,241,38,GRAND BOULEVARD,4,2
610055,Michael Faraday Elementary School,ES,Chicago,IL,60624,Level 2,Weak,35,NDA,NDA,Strong,65,Strong,66,NDA,NDA,Average,50,Average,50,93.30%,39.4,94.60%,17.9,7,194,27,EAST GARFIELD PARK,28,11
609832,Michael M Byrne Elementary School,ES,Chicago,IL,60638,Level 3,Strong,63,Strong,61,Weak,35,Weak,38,Average,57,Average,49,Weak,45,94.60%,51.8,95.80%,23.1,24.8,705,56,GARFIELD RIDGE,23,8
610244,Michele Clark Academic Prep Magnet High School,HS,Chicago,IL,60644,Level 3,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,Average,48,Weak,36,79.10%,24.4,95.40%,1.7,2.6,726,25,AUSTIN,24,15
610208,Mildred I Lavizzo Elementary School,ES,Chicago,IL,60628,Level 3,Very Weak,15,Weak,35,Average,41,Average,46,Weak,30,Average,48,Average,51,91.50%,39.1,95.00%,6.1,4.6,394,49,ROSELAND,34,5
609830,Milton Brunson Math & Science Specialty Elementary School ,ES,Chicago,IL,60651,Level 3,Weak,30,NDA,NDA,Weak,30,Average,45,NDA,NDA,Average,47,Strong,55,91.30%,16.6,95.00%,8.8,5.4,658,25,AUSTIN,29,15
610011,Minnie Mars Jamieson Elementary School,ES,Chicago,IL,60659,Level 1,Strong,64,Average,50,Strong,62,Strong,66,Average,41,Average,52,Average,53,95.70%,8.1,96.20%,37.5,23.7,811,2,WEST RIDGE,40,20
610018,Miriam G Canter Middle School,MS,Chicago,IL,60615,Level 3,Average,57,Average,55,Weak,31,Weak,37,Strong,62,NDA,NDA,NDA,NDA,91.40%,3.4,95.70%,21.6,7.8,222,39,KENWOOD,4,2
609725,Morgan Park High School,HS,Chicago,IL,60643,Level 2,Average,40,NDA,NDA,Weak,25,Weak,38,NDA,NDA,NDA,NDA,NDA,NDA,84.20%,11.1,94.60%,52,38.2,1584,75,MORGAN PARK,19,22
610257,Morton School of Excellence,ES,Chicago,IL,60612,Level 1,Average,53,Average,49,Strong,66,Strong,63,Very Strong,95,Average,52,Strong,59,93.60%,73.9,97.10%,16.3,8.4,349,23,HUMBOLDT PARK,27,13
610075,Moses Montefiore Special Elementary School,ES,Chicago,IL,60608,Level 3,Weak,28,NDA,NDA,Average,42,Very Weak,14,NDA,NDA,Weak,46,Strong,54,80.40%,251.6,93.50%,0,0,21,28,NEAR WEST SIDE,2,12
610082,Mount Greenwood Elementary School,ES,Chicago,IL,60655,Level 1,Very Strong,84,NDA,NDA,Average,58,Weak,38,NDA,NDA,NDA,NDA,NDA,NDA,96.00%,2.9,96.10%,39.5,39.2,909,74,MOUNT GREENWOOD,19,22
610086,Mount Vernon Elementary School,ES,Chicago,IL,60643,Level 2,Weak,31,Weak,26,Average,42,Average,44,Very Weak,19,Average,47,Average,52,93.30%,76.6,94.10%,14.6,9.8,290,73,WASHINGTON HEIGHTS,34,22
610385,Multicultural Academy of Scholarship,HS,Chicago,IL,60623,Level 2,Average,48,NDA,NDA,Average,47,Average,42,NDA,NDA,Strong,56,Average,52,89.20%,22.4,96.70%,,,324,30,SOUTH LAWNDALE,22,10
609806,Myra Bradwell Communications Arts & Sciences Elementary School,ES,Chicago,IL,60649,Level 3,Weak,31,Weak,35,Average,41,Average,50,Average,54,Average,49,Strong,54,92.10%,75.9,96.40%,6.3,4.3,775,43,SOUTH SHORE,7,4
609952,Nathanael Greene Elementary School,ES,Chicago,IL,60609,Level 2,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,Average,48,Strong,54,95.50%,3.8,96.20%,23.2,20.2,631,59,MCKINLEY PARK,11,9
609960,Nathan Hale Elementary School,ES,Chicago,IL,60638,Level 2,Average,55,Strong,63,Average,51,Average,56,Strong,65,Strong,55,Average,52,94.50%,9.8,96.20%,19.3,15.6,872,64,CLEARING,23,8
610134,Nathaniel Pope Elementary School,ES,Chicago,IL,60623,Level 3,Average,48,NDA,NDA,Strong,73,Very Strong,83,NDA,NDA,NDA,NDA,NDA,NDA,91.60%,54.2,95.80%,4.5,6.8,200,29,NORTH LAWNDALE,24,10
610348,Nathan R Goldblatt Elementary School,ES,Chicago,IL,60624,Level 3,Average,49,NDA,NDA,Very Strong,80,Very Strong,99,NDA,NDA,Average,53,Strong,58,92.90%,57.7,95.60%,11.7,7.5,268,26,WEST GARFIELD PARK,28,11
609876,Nathan S Davis Elementary School,ES,Chicago,IL,60632,Level 1,Average,43,NDA,NDA,Average,41,Average,46,NDA,NDA,Average,48,Average,50,95.10%,2.4,95.90%,16.2,9.2,1032,58,BRIGHTON PARK,14,9
610231,National Teachers Elementary Academy,ES,Chicago,IL,60616,Level 1,Strong,67,Strong,70,Strong,65,Strong,60,Average,46,Strong,56,Strong,61,94.70%,9.2,96.30%,16.5,12.7,446,33,NEAR SOUTH SIDE,3,1
609692,Neal F Simeon Career Academy High School,HS,Chicago,IL,60620,Level 3,Average,52,NDA,NDA,Weak,33,Average,42,NDA,NDA,NDA,NDA,NDA,NDA,78.60%,2.1,94.30%,,,1535,44,CHATHAM,21,6
610085,Near North Elementary School,ES,Chicago,IL,60642,Level 3,Average,50,NDA,NDA,Weak,27,Weak,23,NDA,NDA,NDA,NDA,NDA,NDA,80.20%,58.3,94.80%,1.3,0,91,24,WEST TOWN,27,13
610284,New Field Elementary School,ES,Chicago,IL,60626,Level 2,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,Average,51,Strong,56,96.20%,3.1,95.60%,23.2,10.9,696,1,ROGERS PARK,49,24
610323,New Millennium High School of Health at Bowen,HS,Chicago,IL,60617,Level 3,Very Weak,17,Weak,23,Weak,37,Weak,25,Very Weak,6,NDA,NDA,NDA,NDA,75.60%,61.8,94.70%,,,701,46,SOUTH CHICAGO,7,4
609792,Newton Bateman Elementary School,ES,Chicago,IL,60618,Level 2,Average,55,Weak,36,Average,50,Average,47,Weak,34,Average,52,Average,52,96.20%,0.2,96.70%,21.7,16.1,1015,16,IRVING PARK,33,17
609730,Nicholas Senn High School,HS,Chicago,IL,60660,Level 3,Average,48,NDA,NDA,Average,45,Average,42,NDA,NDA,NDA,NDA,NDA,NDA,81.70%,41.3,96.40%,,,1053,77,EDGEWATER,48,20
609793,Nicholson Technology Academy,ES,Chicago,IL,60621,Level 2,Average,48,Weak,37,Strong,74,Strong,73,Weak,39,NDA,NDA,NDA,NDA,93.40%,6,97.00%,22.6,8.9,464,68,ENGLEWOOD,16,7
609961,Ninos Heroes Elementary Academic Center,ES,Chicago,IL,60617,Level 2,Weak,36,NDA,NDA,Strong,61,Average,55,NDA,NDA,Average,48,Average,49,93.90%,25.9,95.00%,14.7,9.4,435,46,SOUTH CHICAGO,10,4
609810,Norman A Bridge Elementary School,ES,Chicago,IL,60634,Level 2,Strong,67,NDA,NDA,Average,49,Weak,35,NDA,NDA,Average,51,Average,48,95.60%,6.6,96.60%,27.8,18.9,1004,17,DUNNING,38,16
609691,North-Grand High School,HS,Chicago,IL,60639,Level 2,Average,42,NDA,NDA,Weak,39,Weak,25,NDA,NDA,NDA,NDA,NDA,NDA,88.60%,15.3,95.60%,,,883,23,HUMBOLDT PARK,31,25
610354,North River Elementary School,ES,Chicago,IL,60625,Level 2,Strong,67,Strong,60,Average,53,Average,51,Average,47,Average,50,Average,51,95.60%,20.1,96.00%,19.6,13.7,359,14,ALBANY PARK,33,17
609749,Northside College Preparatory High School,HS,Chicago,IL,60625,Level 1,Very Strong,99,NDA,NDA,Very Strong,99,Very Strong,88,NDA,NDA,Strong,57,Strong,62,95.70%,2.8,96.80%,,,1053,13,NORTH PARK,40,17
609744,Northside Learning Center High School,HS,Chicago,IL,60659,Not Enough Data,Very Strong,99,Very Strong,99,Very Strong,81,Weak,34,Very Strong,84,Strong,62,Strong,59,89.80%,5.3,95.60%,,,298,13,NORTH PARK,39,17
610051,Northwest Middle School,MS,Chicago,IL,60639,Level 3,Weak,34,NDA,NDA,Very Weak,17,Very Weak,13,NDA,NDA,NDA,NDA,NDA,NDA,93.40%,2.2,95.10%,11.3,5.9,756,19,BELMONT CRAGIN,37,25
610099,Norwood Park Elementary School,ES,Chicago,IL,60631,Level 1,Very Strong,99,Very Strong,86,Strong,69,Strong,68,Weak,32,Strong,57,Average,52,95.50%,0.3,95.60%,50.5,39,359,10,NORWOOD PARK,41,16
610529,Ogden International High School,HS,Chicago,IL,60622,Not Enough Data,Average,56,NDA,NDA,Weak,39,Weak,24,NDA,NDA,NDA,NDA,NDA,NDA,94.20%,13.7,0.00%,42.6,38.9,558,24,WEST TOWN,27,13
610201,Ole A Thorp Elementary Scholastic Academy,ES,Chicago,IL,60634,Level 1,Strong,70,Strong,61,Average,47,Average,40,Average,57,Average,50,Average,50,96.40%,25.8,95.80%,48.8,38.7,834,17,DUNNING,38,16
610300,Oliver S Westcott Elementary School,ES,Chicago,IL,60620,Level 2,Weak,30,Average,41,Average,48,Average,54,Average,47,Weak,46,Average,48,92.60%,31.5,94.80%,7,6,413,44,CHATHAM,21,6
609997,Oliver Wendell Holmes Elementary School,ES,Chicago,IL,60621,Level 3,Weak,21,NDA,NDA,Weak,23,Average,41,NDA,NDA,Average,48,Average,48,87.00%,139.8,92.40%,5,3,334,68,ENGLEWOOD,16,7
610105,Oriole Park Elementary School,ES,Chicago,IL,60656,Level 1,Very Strong,99,NDA,NDA,Very Strong,88,Strong,71,NDA,NDA,Strong,60,Weak,46,96.50%,2.3,95.50%,75.1,54.7,648,10,NORWOOD PARK,41,16
610329,Orozco Fine Arts & Sciences Elementary School,ES,Chicago,IL,60608,Level 1,Average,55,NDA,NDA,Weak,34,Average,44,NDA,NDA,Average,50,Average,53,97.60%,1.4,96.40%,30.2,17.4,636,31,LOWER WEST SIDE,25,12
610389,Orr Academy High School,HS,Chicago,IL,60624,Level 3,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,NDA,NDA,66.30%,10.2,95.00%,,,831,23,HUMBOLDT PARK,28,11
609811,Orville T Bright Elementary School,ES,Chicago,IL,60617,Level 3,Very Weak,18,NDA,NDA,Weak,28,Weak,27,NDA,NDA,Weak,41,Weak,42,92.20%,55.7,95.30%,8.2,5.9,361,51,SOUTH DEERING,10,4
610367,Oscar DePriest Elementary School,ES,Chicago,IL,60644,Level 2,Weak,35,Weak,39,Average,47,Average,53,Weak,39,Average,47,Strong,54,92.70%,20,95.60%,4.8,9.8,524,25,AUSTIN,29,15
610059,Oscar F Mayer Elementary School,ES,Chicago,IL,60614,Level 2,Strong,67,NDA,NDA,Weak,35,Average,46,NDA,NDA,NDA,NDA,NDA,NDA,95.00%,11.4,95.20%,18.1,17,605,7,LINCOLN PARK,32,18
610021,Pablo Casals Elementary School,ES,Chicago,IL,60651,Level 3,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,Weak,42,Weak,43,92.00%,47.1,95.90%,9.6,5,505,23,HUMBOLDT PARK,26,14
610115,Park Manor Elementary School,ES,Chicago,IL,60637,Level 3,Weak,28,Average,42,Average,42,Average,48,Strong,67,Strong,55,Strong,54,94.90%,16.6,96.30%,6.2,5.7,352,69,GREATER GRAND CROSSING,6,3
610116,Parkside Elementary Community Academy,ES,Chicago,IL,60649,Level 3,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,Weak,42,Weak,43,89.80%,90.7,94.90%,5.6,3.5,348,43,SOUTH SHORE,5,3
609988,Patrick Henry Elementary School,ES,Chicago,IL,60618,Level 1,Average,45,Average,56,Average,46,Average,43,Average,45,Average,52,Average,49,95.10%,4.3,95.90%,12.5,12.3,650,16,IRVING PARK,33,17
610003,Paul Cuffe Math-Science Technology Academy Elementary School,ES,Chicago,IL,60620,Level 3,Average,51,Strong,60,Average,45,Average,54,Very Strong,83,Average,48,Average,51,93.60%,46.9,95.40%,20.6,15.6,512,71,AUBURN GRESHAM,21,6
609676,Paul Laurence Dunbar Career Academy High School,HS,Chicago,IL,60616,Level 3,Weak,29,Average,57,Weak,31,Weak,37,Average,49,NDA,NDA,NDA,NDA,76.90%,21.5,96.00%,,,1456,35,DOUGLAS,2,1
610146,Paul Revere Elementary School,ES,Chicago,IL,60619,Level 3,Weak,36,NDA,NDA,Average,42,Average,56,NDA,NDA,Average,49,Average,47,92.40%,33.3,94.60%,3.5,3.4,320,69,GREATER GRAND CROSSING,5,3
609707,Paul Robeson High School,HS,Chicago,IL,60621,Level 3,Weak,29,NDA,NDA,Weak,33,Average,40,NDA,NDA,NDA,NDA,NDA,NDA,73.50%,26.4,94.70%,,,733,68,ENGLEWOOD,6,7
609762,Percy L Julian High School,HS,Chicago,IL,60643,Level 3,Weak,28,Average,50,Weak,30,Weak,35,Average,51,NDA,NDA,NDA,NDA,74.60%,33.4,94.20%,,,1226,73,WASHINGTON HEIGHTS,21,22
609791,Perkins Bass Elementary School,ES,Chicago,IL,60621,Level 3,Weak,28,Average,50,Average,47,Average,57,Average,42,Average,47,Average,49,92.10%,28.9,96.40%,5,6,369,68,ENGLEWOOD,17,7
610395,Pershing West Middle School,MS,Chicago,IL,60616,Level 2,Average,46,Average,53,Weak,34,Average,55,Average,58,NDA,NDA,NDA,NDA,96.20%,3.7,97.60%,17.5,21.4,269,35,DOUGLAS,2,2
610145,Peter A Reinberg Elementary School,ES,Chicago,IL,60634,Level 1,Strong,60,Average,51,Weak,35,Weak,30,Average,54,Average,47,Weak,45,95.80%,8.2,95.70%,24,14.7,832,15,PORTAGE PARK,38,16
609867,Peter Cooper Elementary Dual Language Academy,ES,Chicago,IL,60608,Level 2,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,NDA,NDA,96.20%,5.7,96.30%,9.6,10.7,709,31,LOWER WEST SIDE,25,12
610147,Philip Rogers Elementary School,ES,Chicago,IL,60645,Level 1,Very Strong,81,Strong,76,Strong,68,Strong,62,Strong,64,Average,53,Average,51,96.40%,3,95.10%,34.3,28.3,735,2,WEST RIDGE,50,24
609777,Phillip D Armour Elementary School,ES,Chicago,IL,60608,Level 2,Weak,36,NDA,NDA,Weak,34,Very Weak,14,NDA,NDA,Average,53,Average,51,93.90%,16,95.80%,10.1,8.7,365,60,BRIDGEPORT,11,9
610090,Phillip Murray Elementary Language Academy,ES,Chicago,IL,60615,Level 2,Strong,66,NDA,NDA,Weak,34,Weak,37,NDA,NDA,Strong,56,Average,53,95.60%,3.5,95.90%,35,36,533,41,HYDE PARK,4,2
609981,Phobe Apperson Hearst Elementary School,ES,Chicago,IL,60638,Level 3,Weak,33,NDA,NDA,Weak,31,Weak,27,NDA,NDA,Weak,45,Weak,44,92.10%,25.5,95.80%,4.9,6.7,364,56,GARFIELD RIDGE,23,8
610304,Phoenix Military Academy High School,HS,Chicago,IL,60612,Level 1,Average,53,NDA,NDA,Average,59,Strong,78,NDA,NDA,Average,52,Average,48,92.10%,4.3,97.40%,,,461,28,NEAR WEST SIDE,2,11
610013,Pilsen Elementary Community Academy,ES,Chicago,IL,60608,Level 1,Average,43,Average,40,Average,49,Average,55,Weak,37,NDA,NDA,NDA,NDA,96.00%,9.4,96.70%,18,12.8,447,31,LOWER WEST SIDE,25,12
610135,Portage Park Elementary School,ES,Chicago,IL,60641,Level 2,Strong,62,NDA,NDA,Average,46,Weak,32,NDA,NDA,Average,48,Average,53,94.20%,3.7,95.90%,22.9,21.1,1139,15,PORTAGE PARK,38,16
610138,Pulaski International Academy Elmentary School,ES,Chicago,IL,60647,Level 1,Strong,68,Average,45,Average,54,Average,57,Weak,23,Average,47,Average,47,96.10%,1.7,96.20%,24.2,19.4,864,22,LOGAN SQUARE,32,14
609842,Rachel Carson Elementary School,ES,Chicago,IL,60629,Level 2,Weak,38,Weak,36,Average,45,Average,56,Weak,36,Average,50,Average,51,97.60%,3.9,97.70%,19.4,12.2,1222,63,GAGE PARK,16,8
609902,Ralph H Metcalfe Elementary Community Academy,ES,Chicago,IL,60628,Level 3,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,Average,48,Average,50,94.90%,22.3,95.50%,18.2,12.6,489,53,WEST PULLMAN,34,5
610141,Ravenswood Elementary School,ES,Chicago,IL,60613,Level 2,Average,46,NDA,NDA,Average,42,Average,41,NDA,NDA,Average,53,Weak,44,94.90%,8.1,95.70%,18.9,13.7,465,6,LAKE VIEW,47,19
609769,Ray Graham Training Center High School,HS,Chicago,IL,60616,Not Enough Data,Very Strong,90,Very Strong,82,Average,52,Weak,39,Average,52,Average,53,Strong,58,86.30%,3.7,94.30%,,,137,33,NEAR SOUTH SIDE,2,1
609903,Richard Edwards Elementary School,ES,Chicago,IL,60632,Level 2,Average,48,Average,48,Weak,38,Average,41,Average,49,Average,49,Average,47,95.30%,10.3,96.80%,17.6,11.4,1503,57,ARCHER HEIGHTS,14,8
610291,Richard Henry Lee Elementary School,ES,Chicago,IL,60629,Level 2,Average,59,NDA,NDA,Average,46,Weak,35,NDA,NDA,NDA,NDA,NDA,NDA,95.00%,21.8,95.30%,15.6,7.6,832,65,WEST LAWN,13,8
610239,Richard J Daley Elementary Academy,ES,Chicago,IL,60609,Level 2,Weak,29,Average,40,Weak,37,Average,46,Average,42,Weak,46,Average,47,94.90%,44.2,96.00%,14.4,5.3,797,61,NEW CITY,16,9
610102,Richard J Oglesby Elementary School,ES,Chicago,IL,60620,Level 3,Average,44,Average,40,Average,49,Average,49,Weak,32,Weak,46,Weak,46,94.40%,25.4,96.90%,5.1,7.5,402,71,AUBURN GRESHAM,17,6
609702,Richard T Crane Technical Preparatory High School,HS,Chicago,IL,60612,Level 3,Average,43,NDA,NDA,Average,50,Average,48,NDA,NDA,Average,47,Weak,46,57.90%,19.9,93.90%,,,478,28,NEAR WEST SIDE,2,12
610234,Richard Yates Elementary School,ES,Chicago,IL,60647,Level 3,Average,42,NDA,NDA,Strong,66,Strong,73,NDA,NDA,Average,51,Strong,55,93.70%,5.6,96.20%,15.2,5.4,690,22,LOGAN SQUARE,35,14
609695,Roald Amundsen High School,HS,Chicago,IL,60625,Level 3,Average,51,Average,44,Average,43,Average,42,Average,41,Weak,43,Weak,41,81.10%,8.7,95.90%,,,1532,4,LINCOLN SQUARE,47,20
610350,Robert A Black Magnet Elementary School,ES,Chicago,IL,60619,Level 1,Strong,68,NDA,NDA,Strong,63,Average,58,NDA,NDA,Strong,55,Weak,46,96.00%,0.4,93.70%,20.1,21,474,48,CALUMET HEIGHTS,8,4
609906,Robert Emmet Elementary School,ES,Chicago,IL,60644,Level 2,Weak,37,NDA,NDA,Strong,64,Strong,71,NDA,NDA,Average,51,Strong,54,89.80%,30.1,94.80%,12.9,13.3,460,25,AUSTIN,29,15
609929,Robert Fulton Elementary School,ES,Chicago,IL,60609,Level 2,Average,46,Average,41,Strong,63,Strong,63,Weak,39,Weak,45,Average,49,95.10%,10.1,96.80%,9.6,1.1,466,61,NEW CITY,16,9
609979,Robert Healy Elementary School,ES,Chicago,IL,60616,Level 1,Strong,63,NDA,NDA,Average,54,Weak,36,NDA,NDA,NDA,NDA,NDA,NDA,96.60%,11.3,97.10%,45.1,29.9,1384,60,BRIDGEPORT,11,9
610045,Robert H Lawrence Elementary School,ES,Chicago,IL,60617,Level 3,Very Weak,19,Weak,29,Average,40,Average,51,Weak,30,NDA,NDA,NDA,NDA,90.70%,14,95.30%,2.7,3.4,371,51,SOUTH DEERING,7,4
609956,Robert L Grimes Elementary School,ES,Chicago,IL,60638,Level 1,Strong,79,Strong,64,Average,56,Average,59,Strong,71,Average,53,Average,49,95.20%,5,95.60%,22.1,18.8,486,64,CLEARING,13,8
610391,Robert Lindblom Math & Science Academy High School,HS,Chicago,IL,60636,Level 1,Strong,66,NDA,NDA,Strong,75,Very Strong,85,NDA,NDA,Strong,55,Average,51,92.70%,2.1,95.90%,61.7,37.6,916,67,WEST ENGLEWOOD,15,7
610252,Robert Nathaniel Dett Elementary School,ES,Chicago,IL,60612,Level 1,Average,48,NDA,NDA,Average,51,Strong,65,NDA,NDA,Average,51,Strong,57,94.40%,6.9,94.80%,24.4,15.4,250,28,NEAR WEST SIDE,2,13
609759,Roberto Clemente Community Academy High School,HS,Chicago,IL,60622,Level 2,Average,44,Weak,31,Weak,39,Weak,34,Weak,25,NDA,NDA,NDA,NDA,69.60%,20.6,94.20%,,,1016,24,WEST TOWN,1,13
610029,Rodolfo Lozano Bilingual & International Center Elementary School,ES,Chicago,IL,60622,Level 2,Average,55,NDA,NDA,Weak,39,Weak,37,NDA,NDA,Weak,45,Average,53,94.80%,0.9,96.20%,9.3,11.3,319,24,WEST TOWN,32,14
609733,Roger C Sullivan High School,HS,Chicago,IL,60626,Level 3,Weak,30,Average,44,Weak,34,Weak,34,Weak,33,Weak,44,Weak,45,81.60%,14.7,95.80%,,,826,1,ROGERS PARK,40,24
